180480.52, 1464749.59, 0.5596
183897.72, 1464894.34, 0.42014
183302.1, 1464042.4, 0.42014
183959.75, 1464821.27, 0.42014
183899.55, 1464676.07, 0.42014
183390.58, 1464961.1, 0.42014
183460.85, 1464867.65, 0.42014
183933.97, 1464824.7, 0.42014
183501.98, 1464914.38, 0.42014
183052.13, 1464119.15, 0.42014
183885.7, 1464762.76, 0.42014
183144.76, 1464135.42, 0.42014
183867.85, 1464697.48, 0.42014
183397.77, 1464316.45, 0.42014
183921.64, 1464055.14, 0.42014
183494.24, 1464930.53, 0.42014
183041.86, 1464756.57, 0.42014
183961.98, 1464879.74, 0.42014
183290.48, 1464064.35, 0.42014
183425.98, 1464850.31, 0.42014
183182.01, 1464732.84, 0.42014
183135.15, 1464688.04, 0.42014
184298.36, 1464759.7, 0.45186
184182.22, 1464425.55, 0.45186
184223.35, 1464350.51, 0.45186
184218.63, 1464115.52, 0.45186
184234.23, 1464321.38, 0.45186
184160.79, 1464479.72, 0.45186
184051.94, 1464053.88, 0.45186
184119.14, 1464547.52, 0.45186
184217.19, 1464018.97, 0.45186
184053.5, 1464087.18, 0.45186
184185.63, 1464027.75, 0.45186
184352.51, 1464941.48, 0.45186
184353.65, 1464694.73, 0.45186
181698.3, 1464100.11, 0.48036
181297.19, 1464735.41, 0.48036
181655.24, 1464218.79, 0.48036
181306.38, 1464678.77, 0.48036
181273.34, 1464236.94, 0.48036
181346.44, 1464730.11, 0.48036
182470.94, 1464707.93, 0.47734
182769.17, 1464325.01, 0.47734
182874.88, 1464532.35, 0.47734
180134.09, 1461161.56, 0.47447
180319.98, 1461220.37, 0.47447
183425.41, 1461761.2, 0.40074
183422.91, 1461694.93, 0.40074
183589.46, 1461841.78, 0.40074
183339.77, 1461719.16, 0.40074
183520.04, 1461892.71, 0.40074
183452.66, 1461778.07, 0.40074
183490.48, 1461928.81, 0.40074
183450.39, 1461755.79, 0.40074
183562.66, 1461867.78, 0.40074
183561.66, 1461803.46, 0.40074
183556.94, 1461738.83, 0.40074
183458.1, 1461958.57, 0.40074
183648.35, 1461913.13, 0.40074
183479.72, 1461681.12, 0.40074
183536.11, 1461706.82, 0.40074
183481.61, 1461941.86, 0.40074
183500.83, 1461952.39, 0.40074
183477.75, 1461948.88, 0.40074
184928.08, 1461879.71, 0.4103
184428.77, 1461313.57, 0.4103
182527.03, 1461903.24, 0.41441
182130.23, 1461363.66, 0.41441
182704.62, 1461696.93, 0.41441
183967.99, 1460797.83, 0.66422
184217.86, 1460779.09, 0.42596
184252.16, 1460347.35, 0.42596
182458.91, 1460262.6, 0.48689
182440.45, 1460091.42, 0.48689
183622.72, 1463253.24, 0.4437
183466.12, 1463200.08, 0.4437
183841.19, 1463275.28, 0.4437
183574.0, 1463376.85, 0.4437
183650.43, 1463509.18, 0.4437
183819.1, 1463370.45, 0.4437
183033.31, 1463023.99, 0.4437
183398.43, 1463332.35, 0.4437
183712.92, 1463100.39, 0.4437
184324.48, 1463776.06, 0.4006
184286.34, 1463313.05, 0.4006
184898.77, 1463686.69, 0.4006
184748.12, 1463273.28, 0.4006
184446.75, 1463159.53, 0.4006
184550.3, 1463365.16, 0.4006
184256.04, 1463067.45, 0.4006
184718.07, 1463250.91, 0.4006
184715.44, 1463613.15, 0.4006
184410.25, 1463145.69, 0.4006
184348.62, 1463348.33, 0.4006
184679.39, 1463486.79, 0.4006
184722.87, 1463309.14, 0.4006
184880.46, 1463247.27, 0.4006
184106.19, 1463495.66, 0.4006
184208.1, 1463234.77, 0.4006
184398.03, 1463208.39, 0.4006
184820.46, 1463535.62, 0.4006
184239.72, 1463705.24, 0.4006
184289.64, 1463119.67, 0.4006
184209.42, 1463064.42, 0.4006
184222.06, 1463259.14, 0.4006
184676.93, 1463620.77, 0.4006
184797.12, 1463231.34, 0.4006
184097.97, 1463113.31, 0.4006
184190.87, 1463258.65, 0.4006
184504.23, 1463514.9, 0.4006
184538.04, 1463020.23, 0.4006
184596.95, 1463638.68, 0.4006
184737.49, 1463522.71, 0.4006
184537.58, 1463556.12, 0.4006
184542.59, 1463623.18, 0.4006
184135.48, 1463399.6, 0.4006
184422.52, 1463017.82, 0.4006
184804.46, 1463575.25, 0.4006
184492.28, 1463023.71, 0.4006
184257.48, 1463045.39, 0.4006
184364.45, 1463435.25, 0.4006
184646.54, 1463630.17, 0.4006
184511.71, 1463010.16, 0.4006
184453.19, 1463237.51, 0.4006
181191.26, 1463631.07, 0.44023
181204.71, 1463863.88, 0.44023
182917.31, 1463438.14, 0.41785
182841.53, 1463365.16, 0.41785
182791.68, 1463375.77, 0.41785
182019.15, 1463619.92, 0.41785
182746.43, 1463609.67, 0.41785
182937.2, 1463476.3, 0.41785
182939.89, 1463108.87, 0.41785
182955.8, 1463070.35, 0.41785
183903.97, 1462301.0, 0.41624
183948.98, 1462323.16, 0.41624
183288.78, 1462390.14, 0.41624
183973.25, 1462678.84, 0.41624
183846.25, 1462579.2, 0.41624
183963.65, 1462722.63, 0.41624
183960.21, 1462443.83, 0.41624
183978.59, 1462589.41, 0.41624
183061.88, 1462637.38, 0.41624
183941.25, 1462401.83, 0.41624
183042.78, 1462836.8, 0.41624
183981.04, 1462323.94, 0.41624
183937.9, 1462587.36, 0.41624
183975.51, 1462266.31, 0.41624
183468.96, 1462936.1, 0.41624
183069.07, 1462542.48, 0.41624
183924.71, 1462349.68, 0.41624
183020.89, 1462937.78, 0.41624
183636.83, 1462441.45, 0.41624
183835.01, 1462756.17, 0.41624
184197.78, 1462352.91, 0.40074
184926.12, 1462704.54, 0.40074
184085.37, 1462310.68, 0.40074
184161.88, 1462898.71, 0.40074
184301.01, 1462393.38, 0.40074
184853.43, 1462238.2, 0.40074
184854.72, 1462925.01, 0.40074
184385.61, 1462915.1, 0.40074
184169.29, 1462943.12, 0.40074
184807.15, 1462690.87, 0.40074
184560.95, 1462765.27, 0.40074
184890.88, 1462843.03, 0.40074
184522.25, 1462734.89, 0.40074
184778.07, 1462255.32, 0.40074
184151.59, 1462326.8, 0.40074
184888.38, 1462919.42, 0.40074
184770.97, 1462755.74, 0.40074
184294.02, 1462720.49, 0.40074
184873.26, 1462751.73, 0.40074
184907.61, 1462755.16, 0.40074
184588.41, 1462721.67, 0.40074
184618.25, 1462816.72, 0.40074
184148.3, 1462968.12, 0.40074
184042.42, 1462302.74, 0.40074
184913.34, 1462034.41, 0.40074
184792.08, 1462197.16, 0.40074
184951.23, 1462734.17, 0.40074
184576.46, 1462531.98, 0.40074
184775.12, 1462693.79, 0.40074
184483.95, 1462977.34, 0.40074
184209.26, 1462302.28, 0.40074
184895.13, 1462775.11, 0.40074
184753.21, 1462949.59, 0.40074
184874.27, 1462279.72, 0.40074
184771.53, 1462887.41, 0.40074
184700.19, 1462895.97, 0.40074
184856.22, 1462822.9, 0.40074
184983.51, 1462928.56, 0.40074
184868.0, 1462905.06, 0.40074
182778.85, 1462674.87, 0.4224
182565.08, 1462027.45, 0.4224
182877.4, 1462706.32, 0.4224
182857.15, 1462566.42, 0.4224
182796.44, 1462676.5, 0.4224
182778.29, 1462879.05, 0.4224
182787.86, 1462776.58, 0.4224
182844.03, 1462608.4, 0.4224
