213021.41, 1434499.65, 0.45946
214278.1, 1434883.17, 0.422
214195.1, 1434883.68, 0.422
212069.9, 1434554.71, 0.5598
212260.89, 1434281.06, 0.5598
212697.3, 1434415.23, 0.5598
212685.28, 1434521.63, 0.5598
210759.45, 1431503.04, 0.49115
210610.73, 1431025.98, 0.49115
210972.48, 1431388.08, 0.49115
210969.65, 1431332.01, 0.49115
214685.25, 1431827.9, 0.43457
214623.54, 1431804.8, 0.43457
214690.61, 1431881.93, 0.43457
214698.97, 1431844.66, 0.43457
214623.06, 1431902.49, 0.43457
214618.25, 1431865.75, 0.43457
211268.51, 1431413.88, 0.51238
211033.5, 1431358.43, 0.51238
211489.72, 1431801.29, 0.51238
211046.86, 1431295.28, 0.51238
211424.96, 1431691.57, 0.51238
211457.93, 1431524.98, 0.51238
210482.52, 1430782.34, 0.46901
210126.15, 1430263.84, 0.46901
210651.86, 1430066.04, 0.46901
211036.22, 1430051.94, 0.56876
214537.59, 1433504.72, 0.44929
214873.96, 1433187.72, 0.44929
214545.25, 1433605.03, 0.44929
214727.05, 1433227.08, 0.44929
214826.3, 1433305.63, 0.44929
214583.91, 1433195.59, 0.44929
214916.68, 1433257.32, 0.44929
214821.67, 1433327.25, 0.44929
214902.64, 1433183.31, 0.44929
212130.48, 1433811.0, 0.6989
212133.98, 1433875.77, 0.6989
210071.34, 1432420.87, 0.43878
210806.7, 1432912.75, 0.43878
210722.82, 1432874.14, 0.43878
210105.19, 1432883.42, 0.43878
210661.0, 1432747.98, 0.43878
210451.08, 1432585.61, 0.43878
210694.56, 1432692.81, 0.43878
214911.05, 1432833.23, 0.57577
214662.92, 1432689.29, 0.57577
214932.76, 1432867.09, 0.57577
214765.1, 1432922.28, 0.57577
212163.53, 1432452.36, 0.47584
